item_id,timestamp,demand
BIKE,2018-05-18,3855
BIKE,2018-05-19,4575
BIKE,2018-05-20,4917
BIKE,2018-05-21,5805
BIKE,2018-05-22,4660
BIKE,2018-05-23,4274
BIKE,2018-05-24,4492
BIKE,2018-05-25,4978
BIKE,2018-05-26,4677
BIKE,2018-05-27,4679
BIKE,2018-05-28,4758
BIKE,2018-05-29,4788
BIKE,2018-05-30,4098
BIKE,2018-05-31,3982
BIKE,2018-06-01,3974
BIKE,2018-06-02,4968
BIKE,2018-06-03,5312
BIKE,2018-06-04,5342
BIKE,2018-06-05,4906
BIKE,2018-06-06,4548
BIKE,2018-06-07,4833
BIKE,2018-06-08,4401
BIKE,2018-06-09,3915
BIKE,2018-06-10,4586
BIKE,2018-06-11,4966
BIKE,2018-06-12,4460
BIKE,2018-06-13,5020
BIKE,2018-06-14,4891
BIKE,2018-06-15,5180
BIKE,2018-06-16,3767
BIKE,2018-06-17,4844
BIKE,2018-06-18,5119
BIKE,2018-06-19,4744
BIKE,2018-06-20,4010
BIKE,2018-06-21,4835
BIKE,2018-06-22,4507
BIKE,2018-06-23,4790
BIKE,2018-06-24,4991
BIKE,2018-06-25,5202
BIKE,2018-06-26,5305
BIKE,2018-06-27,4708
BIKE,2018-06-28,4648
BIKE,2018-06-29,5225
BIKE,2018-06-30,5515
BIKE,2018-07-01,5362
BIKE,2018-07-02,5119
BIKE,2018-07-03,4649
BIKE,2018-07-04,6043
BIKE,2018-07-05,4665
BIKE,2018-07-06,4629
BIKE,2018-07-07,4592
BIKE,2018-07-08,4040
BIKE,2018-07-09,5336
BIKE,2018-07-10,4881
BIKE,2018-07-11,4086
BIKE,2018-07-12,4258
BIKE,2018-07-13,4342
BIKE,2018-07-14,5084
BIKE,2018-07-15,5538
BIKE,2018-07-16,5923
BIKE,2018-07-17,5302
BIKE,2018-07-18,4458
BIKE,2018-07-19,4541
BIKE,2018-07-20,4332
BIKE,2018-07-21,3784
BIKE,2018-07-22,3387
BIKE,2018-07-23,3285
BIKE,2018-07-24,3606
BIKE,2018-07-25,3840
BIKE,2018-07-26,4590
BIKE,2018-07-27,4656
BIKE,2018-07-28,4390
BIKE,2018-07-29,3846
BIKE,2018-07-30,4475
BIKE,2018-07-31,4302
BIKE,2018-08-01,4266
BIKE,2018-08-02,4845
BIKE,2018-08-03,3574
BIKE,2018-08-04,4576
BIKE,2018-08-05,4866
BIKE,2018-08-06,4294
BIKE,2018-08-07,3785
BIKE,2018-08-08,4326
BIKE,2018-08-09,4602
BIKE,2018-08-10,4780
BIKE,2018-08-11,4792
BIKE,2018-08-12,4905
BIKE,2018-08-13,4150
BIKE,2018-08-14,3820
BIKE,2018-08-15,4338
BIKE,2018-08-16,4725
BIKE,2018-08-17,4694
BIKE,2018-08-18,3805
BIKE,2018-08-19,4153
BIKE,2018-08-20,5191
BIKE,2018-08-21,3873
BIKE,2018-08-22,4758
BIKE,2018-08-23,5895
BIKE,2018-08-24,5130
BIKE,2018-08-25,3542
BIKE,2018-08-26,4661
BIKE,2018-08-27,1115
BIKE,2018-08-28,4334
BIKE,2018-08-29,4634
BIKE,2018-08-30,5204
BIKE,2018-08-31,5058
BIKE,2018-09-01,5115
BIKE,2018-09-02,4727
BIKE,2018-09-03,4484
BIKE,2018-09-04,4940
BIKE,2018-09-05,3351
BIKE,2018-09-06,2710
BIKE,2018-09-07,1996
BIKE,2018-09-08,1842
BIKE,2018-09-09,3544
BIKE,2018-09-10,5345
BIKE,2018-09-11,5046
BIKE,2018-09-12,4713
BIKE,2018-09-13,4763
BIKE,2018-09-14,4785
BIKE,2018-09-15,3659
BIKE,2018-09-16,4760
BIKE,2018-09-17,4511
BIKE,2018-09-18,4274
BIKE,2018-09-19,4539
BIKE,2018-09-20,3641
BIKE,2018-09-21,4352
BIKE,2018-09-22,4795
BIKE,2018-09-23,2395
BIKE,2018-09-24,5423
BIKE,2018-09-25,5010
BIKE,2018-09-26,4630
BIKE,2018-09-27,4120
BIKE,2018-09-28,3907
BIKE,2018-09-29,4839
BIKE,2018-09-30,5202
BIKE,2018-10-01,2429
BIKE,2018-10-02,2918
BIKE,2018-10-03,3570
BIKE,2018-10-04,4456
BIKE,2018-10-05,4826
BIKE,2018-10-06,4765
BIKE,2018-10-07,4985
BIKE,2018-10-08,5409
BIKE,2018-10-09,5511
BIKE,2018-10-10,5117
BIKE,2018-10-11,4563
BIKE,2018-10-12,2416
BIKE,2018-10-13,2913
BIKE,2018-10-14,3644
BIKE,2018-10-15,5217
BIKE,2018-10-16,5041
BIKE,2018-10-17,4570
BIKE,2018-10-18,4748
BIKE,2018-10-19,2424
BIKE,2018-10-20,4195
BIKE,2018-10-21,4304
BIKE,2018-10-22,4308
BIKE,2018-10-23,4381
BIKE,2018-10-24,4187
BIKE,2018-10-25,4687
BIKE,2018-10-26,3894
BIKE,2018-10-27,2659
BIKE,2018-10-28,3747
BIKE,2018-10-29,627
BIKE,2018-10-30,3331
BIKE,2018-10-31,3669
BIKE,2018-11-01,4068
BIKE,2018-11-02,4186
BIKE,2018-11-03,3974
BIKE,2018-11-04,4046
BIKE,2018-11-05,3926
BIKE,2018-11-06,3649
BIKE,2018-11-07,4035
BIKE,2018-11-08,4205
BIKE,2018-11-09,4109
BIKE,2018-11-10,2933
BIKE,2018-11-11,3368
BIKE,2018-11-12,4067
BIKE,2018-11-13,3717
BIKE,2018-11-14,4486
BIKE,2018-11-15,4195
BIKE,2018-11-16,1817
BIKE,2018-11-17,3053
BIKE,2018-11-18,3392
BIKE,2018-11-19,3663
BIKE,2018-11-20,3520
BIKE,2018-11-21,2765
BIKE,2018-11-22,1607
BIKE,2018-11-23,2566
BIKE,2018-11-24,1495
BIKE,2018-11-25,2792
BIKE,2018-11-26,3068
BIKE,2018-11-27,3071
BIKE,2018-11-28,3867
BIKE,2018-11-29,2914
BIKE,2018-11-30,3613
BIKE,2018-12-01,3727
BIKE,2018-12-02,3940
BIKE,2018-12-03,3614
BIKE,2018-12-04,3485
BIKE,2018-12-05,3811
BIKE,2018-12-06,2594
BIKE,2018-12-07,705
BIKE,2018-12-08,3322
BIKE,2018-12-09,3620
BIKE,2018-12-10,3190
BIKE,2018-12-11,2743
BIKE,2018-12-12,3310
BIKE,2018-12-13,3523
BIKE,2018-12-14,3740
BIKE,2018-12-15,3709
BIKE,2018-12-16,3577
BIKE,2018-12-17,2739
BIKE,2018-12-18,2431
BIKE,2018-12-19,3403
BIKE,2018-12-20,3750
BIKE,2018-12-21,2660
BIKE,2018-12-22,3068
BIKE,2018-12-23,2209
BIKE,2018-12-24,1011
BIKE,2018-12-25,754
BIKE,2018-12-26,1317
BIKE,2018-12-27,1162
BIKE,2018-12-28,2302
BIKE,2018-12-29,2423
BIKE,2018-12-30,2999
BIKE,2018-12-31,2485
BIKE,2019-01-01,2294
BIKE,2019-01-02,1951
BIKE,2019-01-03,2236
BIKE,2019-01-04,2368
BIKE,2019-01-05,3272
BIKE,2019-01-06,4098
BIKE,2019-01-07,4521
BIKE,2019-01-08,3425
BIKE,2019-01-09,2376
BIKE,2019-01-10,3598
BIKE,2019-01-11,2177
BIKE,2019-01-12,4097
BIKE,2019-01-13,3214
BIKE,2019-01-14,2493
BIKE,2019-01-15,2311
BIKE,2019-01-16,2298
BIKE,2019-01-17,2935
BIKE,2019-01-18,3376
BIKE,2019-01-19,3292
BIKE,2019-01-20,3163
BIKE,2019-01-21,1301
BIKE,2019-01-22,1977
BIKE,2019-01-23,2432
BIKE,2019-01-24,4339
BIKE,2019-01-25,4270
BIKE,2019-01-26,4075
BIKE,2019-01-27,3456
BIKE,2019-01-28,4023
BIKE,2019-01-29,3243
BIKE,2019-01-30,3624
BIKE,2019-01-31,4509
BIKE,2019-02-01,4579
BIKE,2019-02-02,3761
BIKE,2019-02-03,4151
BIKE,2019-02-04,2832
BIKE,2019-02-05,2947
BIKE,2019-02-06,3784
BIKE,2019-02-07,4375
BIKE,2019-02-08,2802
BIKE,2019-02-09,3830
BIKE,2019-02-10,3831
BIKE,2019-02-11,2169
BIKE,2019-02-12,1529
BIKE,2019-02-13,3422
BIKE,2019-02-14,3922
BIKE,2019-02-15,4169
BIKE,2019-02-16,3005
BIKE,2019-02-17,4154
BIKE,2019-02-18,4318
BIKE,2019-02-19,2689
BIKE,2019-02-20,3129
BIKE,2019-02-21,3777
BIKE,2019-02-22,4773
BIKE,2019-02-23,5062
BIKE,2019-02-24,3487
BIKE,2019-02-25,2732
BIKE,2019-02-26,3389
BIKE,2019-02-27,4322
BIKE,2019-02-28,4363
BIKE,2019-03-01,4990
BIKE,2019-03-02,3194
BIKE,2019-03-03,4066
BIKE,2019-03-04,3423
BIKE,2019-03-05,3333
BIKE,2019-03-06,3956
BIKE,2019-03-07,4916
BIKE,2019-03-08,5382
BIKE,2019-03-09,4569
BIKE,2019-03-10,4118
BIKE,2019-03-11,4911
BIKE,2019-03-12,5298
BIKE,2019-03-13,5847
BIKE,2019-03-14,6312
BIKE,2019-03-15,6192
BIKE,2019-03-16,4378
BIKE,2019-03-17,7836
BIKE,2019-03-18,5892
BIKE,2019-03-19,6153
BIKE,2019-03-20,6093
BIKE,2019-03-21,6230
BIKE,2019-03-22,6871
BIKE,2019-03-23,8362
BIKE,2019-03-24,3372
BIKE,2019-03-25,4996
BIKE,2019-03-26,5558
BIKE,2019-03-27,5102
BIKE,2019-03-28,5698
BIKE,2019-03-29,6133
BIKE,2019-03-30,5459
BIKE,2019-03-31,6235
BIKE,2019-04-01,6041
BIKE,2019-04-02,5936
BIKE,2019-04-03,6772
BIKE,2019-04-04,6436
BIKE,2019-04-05,6457
BIKE,2019-04-06,6460
BIKE,2019-04-07,6857
BIKE,2019-04-08,5169
BIKE,2019-04-09,5585
BIKE,2019-04-10,5918
BIKE,2019-04-11,4862
BIKE,2019-04-12,5409
BIKE,2019-04-13,6398
BIKE,2019-04-14,7460
BIKE,2019-04-15,7132
BIKE,2019-04-16,6370
BIKE,2019-04-17,6691
BIKE,2019-04-18,4367
BIKE,2019-04-19,6565
BIKE,2019-04-20,7290
BIKE,2019-04-21,6624
BIKE,2019-04-22,1027
BIKE,2019-04-23,3214
BIKE,2019-04-24,5633
BIKE,2019-04-25,6196
BIKE,2019-04-26,5026
BIKE,2019-04-27,6233
BIKE,2019-04-28,4220
BIKE,2019-04-29,6304
BIKE,2019-04-30,5572
BIKE,2019-05-01,5740
BIKE,2019-05-02,6169
BIKE,2019-05-03,6421
BIKE,2019-05-04,6296
BIKE,2019-05-05,6883
BIKE,2019-05-06,6359
BIKE,2019-05-07,6273
BIKE,2019-05-08,5728
BIKE,2019-05-09,4717
BIKE,2019-05-10,6572
BIKE,2019-05-11,7030
BIKE,2019-05-12,7429
BIKE,2019-05-13,6118
BIKE,2019-05-14,2843
BIKE,2019-05-15,5115
BIKE,2019-05-16,7424
BIKE,2019-05-17,7384
BIKE,2019-05-18,7639
BIKE,2019-05-19,8294
BIKE,2019-05-20,7129
BIKE,2019-05-21,4359
BIKE,2019-05-22,6073
BIKE,2019-05-23,5260
BIKE,2019-05-24,6770
BIKE,2019-05-25,6734
BIKE,2019-05-26,6536
BIKE,2019-05-27,6591
BIKE,2019-05-28,6043
BIKE,2019-05-29,5743
BIKE,2019-05-30,6855
BIKE,2019-05-31,7338
BIKE,2019-06-01,4127
BIKE,2019-06-02,8120
BIKE,2019-06-03,7641
BIKE,2019-06-04,6998
BIKE,2019-06-05,7001
BIKE,2019-06-06,7055
BIKE,2019-06-07,7494
BIKE,2019-06-08,7736
BIKE,2019-06-09,7498
BIKE,2019-06-10,6598
BIKE,2019-06-11,6664
BIKE,2019-06-12,4972
BIKE,2019-06-13,7421
BIKE,2019-06-14,7363
BIKE,2019-06-15,7665
BIKE,2019-06-16,7702
BIKE,2019-06-17,6978
BIKE,2019-06-18,5099
BIKE,2019-06-19,6825
BIKE,2019-06-20,6211
BIKE,2019-06-21,5905
BIKE,2019-06-22,5823
BIKE,2019-06-23,7458
BIKE,2019-06-24,6891
BIKE,2019-06-25,6779
BIKE,2019-06-26,7442
BIKE,2019-06-27,7335
BIKE,2019-06-28,6879
BIKE,2019-06-29,5463
BIKE,2019-06-30,5687
BIKE,2019-07-01,5531
BIKE,2019-07-02,6227
BIKE,2019-07-03,6660
BIKE,2019-07-04,7403
BIKE,2019-07-05,6241
BIKE,2019-07-06,6207
BIKE,2019-07-07,4840
BIKE,2019-07-08,4672
BIKE,2019-07-09,6569
BIKE,2019-07-10,6290
BIKE,2019-07-11,7264
BIKE,2019-07-12,7446
BIKE,2019-07-13,7499
BIKE,2019-07-14,6969
BIKE,2019-07-15,6031
BIKE,2019-07-16,6830
BIKE,2019-07-17,6786
BIKE,2019-07-18,5713
BIKE,2019-07-19,6591
BIKE,2019-07-20,5870
BIKE,2019-07-21,4459
BIKE,2019-07-22,7410
BIKE,2019-07-23,6966
BIKE,2019-07-24,7592
BIKE,2019-07-25,8173
BIKE,2019-07-26,6861
BIKE,2019-07-27,6904
BIKE,2019-07-28,6685
BIKE,2019-07-29,6597
BIKE,2019-07-30,7105
BIKE,2019-07-31,7216
BIKE,2019-08-01,7580
BIKE,2019-08-02,7261
BIKE,2019-08-03,7175
BIKE,2019-08-04,6824
BIKE,2019-08-05,5464
BIKE,2019-08-06,7013
BIKE,2019-08-07,7273
BIKE,2019-08-08,7534
BIKE,2019-08-09,7286
BIKE,2019-08-10,5786
BIKE,2019-08-11,6299
BIKE,2019-08-12,6544
BIKE,2019-08-13,6883
BIKE,2019-08-14,6784
BIKE,2019-08-15,7347
BIKE,2019-08-16,7605
BIKE,2019-08-17,7148
BIKE,2019-08-18,7865
BIKE,2019-08-19,4549
BIKE,2019-08-20,6530
BIKE,2019-08-21,7006
BIKE,2019-08-22,7375
BIKE,2019-08-23,7765
BIKE,2019-08-24,7582
BIKE,2019-08-25,6053
BIKE,2019-08-26,5255
BIKE,2019-08-27,6917
BIKE,2019-08-28,7040
BIKE,2019-08-29,7697
BIKE,2019-08-30,7713
BIKE,2019-08-31,7350
BIKE,2019-09-01,6140
BIKE,2019-09-02,5810
BIKE,2019-09-03,6034
BIKE,2019-09-04,6864
BIKE,2019-09-05,7112
BIKE,2019-09-06,6203
BIKE,2019-09-07,7504
BIKE,2019-09-08,5976
BIKE,2019-09-09,8227
BIKE,2019-09-10,7525
BIKE,2019-09-11,7767
BIKE,2019-09-12,7870
BIKE,2019-09-13,7804
BIKE,2019-09-14,8009
BIKE,2019-09-15,8714
BIKE,2019-09-16,7333
BIKE,2019-09-17,6869
BIKE,2019-09-18,4073
BIKE,2019-09-19,7591
BIKE,2019-09-20,7720
BIKE,2019-09-21,8167
BIKE,2019-09-22,8395
BIKE,2019-09-23,7907
BIKE,2019-09-24,7436
BIKE,2019-09-25,7538
BIKE,2019-09-26,7733
BIKE,2019-09-27,7393
BIKE,2019-09-28,7415
BIKE,2019-09-29,8555
BIKE,2019-09-30,6889
BIKE,2019-10-01,6778
BIKE,2019-10-02,4639
BIKE,2019-10-03,7572
BIKE,2019-10-04,7328
BIKE,2019-10-05,8156
BIKE,2019-10-06,7965
BIKE,2019-10-07,3510
BIKE,2019-10-08,5478
BIKE,2019-10-09,6392
BIKE,2019-10-10,7691
BIKE,2019-10-11,7570
BIKE,2019-10-12,7282
BIKE,2019-10-13,7109
BIKE,2019-10-14,6639
BIKE,2019-10-15,5875
BIKE,2019-10-16,7534
BIKE,2019-10-17,7461
BIKE,2019-10-18,7509
BIKE,2019-10-19,5424
BIKE,2019-10-20,8090
BIKE,2019-10-21,6824
BIKE,2019-10-22,7058
BIKE,2019-10-23,7466
BIKE,2019-10-24,7693
BIKE,2019-10-25,7359
BIKE,2019-10-26,7444
BIKE,2019-10-27,7852
BIKE,2019-10-28,4459
BIKE,2019-10-29,22
BIKE,2019-10-30,1096
BIKE,2019-10-31,5566
BIKE,2019-11-01,5986
BIKE,2019-11-02,5847
BIKE,2019-11-03,5138
BIKE,2019-11-04,5107
BIKE,2019-11-05,5259
BIKE,2019-11-06,5686
BIKE,2019-11-07,5035
BIKE,2019-11-08,5315
BIKE,2019-11-09,5992
BIKE,2019-11-10,6536
BIKE,2019-11-11,6852
BIKE,2019-11-12,6269
BIKE,2019-11-13,4094
BIKE,2019-11-14,5495
BIKE,2019-11-15,5445
BIKE,2019-11-16,5698
BIKE,2019-11-17,5629
BIKE,2019-11-18,4669
BIKE,2019-11-19,5499
BIKE,2019-11-20,5634
BIKE,2019-11-21,5146
BIKE,2019-11-22,2425
BIKE,2019-11-23,3910
BIKE,2019-11-24,2277
BIKE,2019-11-25,2424
BIKE,2019-11-26,5087
BIKE,2019-11-27,3959
BIKE,2019-11-28,5260
BIKE,2019-11-29,5323
BIKE,2019-11-30,5668
BIKE,2019-12-01,5191
BIKE,2019-12-02,4649
BIKE,2019-12-03,6234
BIKE,2019-12-04,6606
BIKE,2019-12-05,5729
BIKE,2019-12-06,5375
BIKE,2019-12-07,5008
BIKE,2019-12-08,5582
BIKE,2019-12-09,3228
BIKE,2019-12-10,5170
BIKE,2019-12-11,5501
BIKE,2019-12-12,5319
BIKE,2019-12-13,5532
BIKE,2019-12-14,5611
BIKE,2019-12-15,5047
BIKE,2019-12-16,3786
BIKE,2019-12-17,4585
BIKE,2019-12-18,5557
BIKE,2019-12-19,5267
BIKE,2019-12-20,4128
BIKE,2019-12-21,3623
BIKE,2019-12-22,1749
BIKE,2019-12-23,1787
BIKE,2019-12-24,920
BIKE,2019-12-25,1013
BIKE,2019-12-26,441
BIKE,2019-12-27,2114
BIKE,2019-12-28,3095
BIKE,2019-12-29,1341
BIKE,2019-12-30,1796
BIKE,2019-12-31,2729
